 18     6     2010      7.9        0.0947   
 28     6     2010      7.9        0.1896   
  2     7     2010      7.9        0.0416   
  8     7     2010      7.9        0.0918   
 14     7     2010      7.9        0.0782   
 19     7     2010      7.9        0.0218   
 27     7     2010      7.9        0.0196   
 18     8     2010      7.9        0.0118   
 16     9     2010      7.9        0.0092   
  7    10     2010      7.9        0.0073   
 10    12     2010      7.9        0.0016   
  4     4     2011      7.9        0.0020   
 28     4     2011      7.9        0.0026   
 29     4     2011      7.9        0.0072   
 20     6     2011      7.9        0.0186   
 13     7     2011      7.9        0.0461   
 26     7     2011      7.9        0.0404   
  9     8     2011      7.9        0.0822   
 25     8     2011      7.9        0.0041   
  8     9     2011      7.9        0.0019   
 29     9     2011      7.9        0.0004   
 17    11     2011      7.9        0.0006   
 26     1     2012      7.9        0.0003   
  6     3     2012      7.9        0.0011   
 27     3     2012      7.9        0.0043   
 23     4     2012      7.9        0.0140   
 24     4     2012      7.9        0.0143   
  2     5     2012      7.9        0.0172   
 24     5     2012      7.9        0.0061   
  1     6     2012      7.9        0.0134   
  7     6     2012      7.9        0.0233   
 19     6     2012      7.9        0.0502   
 27     6     2012      7.9        0.0788   
  5     7     2012      7.9        0.0025   
 10     7     2012      7.9        0.0873   
 19     7     2012      7.9        0.0072   
 26     7     2012      7.9        0.0031   
 31     7     2012      7.9        0.0252   
  8     8     2012      7.9        0.0046   
 15     8     2012      7.9        0.0022   
 28     8     2012      7.9        0.0044   
 20     9     2012      7.9        0.0003   
 21    11     2012      7.9        0.0013   
 18    12     2012      7.9        0.0046   
 25     1     2013      7.9        0.0030   
  6     3     2013      7.9        0.0044   
 15     4     2013      7.9        0.0012   
 15     5     2013      7.9        0.0011   
 16     5     2013      7.9        0.0020   
  6     6     2013      7.9        0.0024   
 14     6     2013      7.9        0.0032   
 26     6     2013      7.9        0.0035   
  9     7     2013      7.9        0.0012   
 16     7     2013      7.9        0.0103   
 23     7     2013      7.9        0.0269   
  1     8     2013      7.9        0.0626   
  8     8     2013      7.9        0.0487   
 15     8     2013      7.9        0.0259   
 20     8     2013      7.9        0.0297   
 11     9     2013      7.9        0.0114   
 21    10     2013      7.9        0.0009   
 26    11     2013      7.9        0.0005   
 19    12     2013      7.9        0.0004   
 13     2     2014      7.9        0.0001   
 26     3     2014      7.9        0.0009   
  1     5     2014      7.9        0.0014   
  2     5     2014      7.9        0.0014   
 16     5     2014      7.9        0.0016   
 29     5     2014      7.9        0.0015   
 13     6     2014      7.9        0.0086   
 17     6     2014      7.9        0.0056   
 27     6     2014      7.9        0.0527   
  2     7     2014      7.9        0.0417   
 16     7     2014      7.9        0.0221   
 21     7     2014      7.9        0.0150   
 31     7     2014      7.9        0.0257   
  5     8     2014      7.9        0.0705   
 12     8     2014      7.9        0.0527   
 20     8     2014      7.9        0.0269   
  3     9     2014      7.9        0.0134   
 17     9     2014      7.9        0.0029   
  4    12     2014      7.9        0.0006   
 29     1     2015      7.9        0.0002   
 24     2     2015      7.9        0.0002   
 26     3     2015      7.9        0.0006   
 30     4     2015      7.9        0.0018   
  1     5     2015      7.9        0.0018   
 29     5     2015      7.9        0.0027   
 10     6     2015      7.9        0.0032   
 25     6     2015      7.9        0.0087   
 30     6     2015      7.9        0.0014   
  7     7     2015      7.9        0.0071   
 14     7     2015      7.9        0.0015   
 31     7     2015      7.9        0.0130   
  6     8     2015      7.9        0.0314   
 10     9     2015      7.9        0.0017   
  9    12     2015      7.9        0.0015   
 25     2     2016      7.9        0.0021   
 22     3     2016      7.9        0.0006   
 10     5     2016      7.9        0.0028   
 12     5     2016      7.9        0.0027   
 13     5     2016      7.9        0.0027   
 24     5     2016      7.9        0.0022   
  3     6     2016      7.9        0.0182   
  8     6     2016      7.9        0.0154   
 15     6     2016      7.9        0.0016   
 23     6     2016      7.9        0.0143   
  8     7     2016      7.9        0.0581   
 21     7     2016      7.9        0.0821   
 26     7     2016      7.9        0.0269   
  4     8     2016      7.9        0.0272   
 19     8     2016      7.9        0.0116   
  9     9     2016      7.9        0.0042   
 15    12     2016      7.9        0.0007   
 16     2     2017      7.9        0.0021   
 27     4     2017      7.9        0.0004   
  6     5     2017      7.9        0.0013   
  7     5     2017      7.9        0.0014   
 25     5     2017      7.9        0.0033   
  8     6     2017      7.9        0.0023   
 21     6     2017      7.9        0.0021   
 11     7     2017      7.9        0.0256   
 25     7     2017      7.9        0.0064   
  8     8     2017      7.9        0.0082   
 24     8     2017      7.9        0.0024   
  7     9     2017      7.9        0.0012   
 30    11     2017      7.9        0.0002   
 14     3     2018      7.9        0.0003   
 30     4     2018      7.9        0.0011   
 24     5     2018      7.9        0.0015   
  6     6     2018      7.9        0.0004   
 12     7     2018      7.9        0.0278   
 24     7     2018      7.9        0.0138   
  9     8     2018      7.9        0.0100   
======================================================================================
=   SOIL CH4                                                                         =
=   line 1 no. of DATA POINTS (1 DATA POINT = 1 Date of DATA ),                      =
=   line 2...n HORIZON LAYER DATA                                                    =
=                                                                                    =
=  DD MM YYYY   DEPTH(cm)   CH4 (KG N/HA)                                            =
======================================================================================
118
  1     6     2010      7.9       -0.0015   
 18     6     2010      7.9       -0.0021   
 28     6     2010      7.9       -0.0020   
  2     7     2010      7.9        0.0032   
  8     7     2010      7.9        0.0004   
 14     7     2010      7.9        0.0083   
 19     7     2010      7.9       -0.0011   
 27     7     2010      7.9        0.0010   
 18     8     2010      7.9        0.0009   
 16     9     2010      7.9        0.0046   
  7    10     2010      7.9        0.0052   
  4     4     2011      7.9        0.0019   
 20     6     2011      7.9        0.0028   
 13     7     2011      7.9        0.0021   
 26     7     2011      7.9        0.0018   
  9     8     2011      7.9        0.0011   
 25     8     2011      7.9        0.0021   
  8     9     2011      7.9       -0.0010   
 29     9     2011      7.9        0.0002   
 17    11     2011      7.9        0.0014   
 26     1     2012      7.9        0.0022   
  6     3     2012      7.9        0.0037   
 27     3     2012      7.9        0.0005   
  2     5     2012      7.9        0.0035   
 24     5     2012      7.9        0.0031   
  1     6     2012      7.9       -0.0005   
  7     6     2012      7.9        0.0032   
 19     6     2012      7.9       -0.0004   
 27     6     2012      7.9        0.0006   
  5     7     2012      7.9        0.0002   
 10     7     2012      7.9        0.0003   
 19     7     2012      7.9       -0.0013   
 26     7     2012      7.9       -0.0022   
 31     7     2012      7.9       -0.0004   
  8     8     2012      7.9        0.0002   
 15     8     2012      7.9        0.0022   
 28     8     2012      7.9        0.0019   
 20     9     2012      7.9       -0.0005   
 21    11     2012      7.9       -0.0021   
 18    12     2012      7.9        0.0027   
 25     1     2013      7.9        0.0016   
  6     3     2013      7.9        0.0043   
